,filename,daytime,nighttime,dense,sparse,bg dynamic,bg static,scene,color
,rain-falling-over-green-leaves-blurred-background-SBV-308588657-preview.mp4,/,/,/,/,/,/,/,/
,rainy-day-scene-focus-rain-falling-in-sky-with-blur-house-background-SBV-338823352-preview.mp4,/,/,/,/,/,/,/,/
,rainy-storm-outside-derevev-branches-sway-in-the-wind-in-the-rain-in-slow-moti-SBV-325637102-preview.mp4,/,/,/,/,/,/,/,/
,woman-swings-soaked-arm-hands-in-rainstorm-droplets-flowing-out-slow-motion-SBV-331519425-preview.mp4,/,/,/,/,/,/,/,/
Road,,,,,,,,10,
,hooded-woman-walking-near-the-bus-stop-in-the-rain-SBV-322353445-preview.mp4,1,,,1,1,,Road,Colorful
,paris-france-september-29-2017-slow-motion-shot-of-transport-traffic-in-city-s-SBV-338058661-preview.mp4,,1,,1,1,,Road,Colorful
,rain-falling-from-the-sky-overlooking-trees-and-a-city-street-during-the-day-SBV-322631226-preview.mp4,1,,1,,,1,Road,Colorful
,slow-motion-autumn-rain-water-drops-flooding-the-street-road-floods-due-to-the-SBV-337218441-preview.mp4,1,,1,,,1,Road,Colorful
,slow-mov-rain-pouring-on-stairs-SBV-316175749-preview.mp4,1,,1,,,1,Road,Colorful
,rain-road-car-driving-on-urban-roads-in-rainy-weather-road-lantern-illuminates-SBV-327368570-preview.mp4,,1,1,,1,1,Road,Black
,raindrops-falling-onto-bricks-SBV-301105788-preview.mp4,1,,1,,,1,Road,Black
,raindrops-on-driveway-pavement-splashing-in-slow-motion-SBV-329417325-preview.mp4,1,,,1,,1,Road,Black
,slow-motion-of-rain-drops-falling-into-a-water-puddle-with-water-splashing-SBV-338242920-preview.mp4,1,,,1,,1,Road,Grey
,slow-motion-of-rain-drops-falling-into-a-water-puddle-with-water-splashing-SBV-338242923-preview.mp4,1,,,1,,1,Road,Grey
Animal,,,,,,,,1,
,mallard-duck-at-lake-under-rain-slow-motion-SBV-323405048-preview.mp4,1,,,1,,1,Animal,Colorful
Plant,,,,,,,,15,
,neighbourhood-and-green-garden-with-big-palm-under-heavy-rain-SBV-338003201-preview.mp4,1,,1,,,1,Plant,Colorful
,apple-with-dew-on-the-branch-SBV-346407750-preview.mp4,1,,,1,,1,Plant,Yellow
,hd-version-bare-trees-under-snow-with-rain-in-late-autumn-dull-scene-with-bad--SBV-338054340-preview.mp4,1,,1,,,1,Plant,Yellow
,rain-on-a-grassy-farm-SBV-300124117-preview.mp4,1,,1,,1,,Plant,Yellow
,fir-and-a-tree-view-at-the-sky-while-it-is-snowing-and-raining-at-the-same-tim-SBV-320581753-preview.mp4,1,,1,,,1,Plant,White / Black
,grey-heron-on-top-of-a-tree-during-a-rainstorm-SBV-301404400-preview.mp4,1,,1,,,1,Plant,Green
,heavy-rain-falling-on-top-of-trees-shot-from-above-in-a-city-SBV-322631246-preview,1,,1,,,1,Plant,Green
,heavy-rain-in-mountain-area-slow-motion-SBV-321739362-preview.mp4,1,,1,,,1,Plant,Green
,rain-drops-falling-with-tree-in-background-slow-motion-SBV-346666283-preview.mp4,1,,1,,,1,Plant,Green
,rain-falling-in-forest-slow-motion-SBV-337658532-preview.mp4,1,,1,,,1,Plant,Green
,rain-in-sunlit-forest-SBV-300129028-preview.mp4,1,,1,,,1,Plant,Green
,rain-on-a-sunny-day-close-up-of-rain-on-the-background-of-an-evergreen-spruce--SBV-346639511-preview.mp4,1,,1,,1,,Plant,Green
,water-drops-on-green-background-in-garden-abstract-summer-warm-heavy-rain-fall-SBV-346680044-preview.mp4,1,,1,,,1,Plant,Green
,lawn-and-falling-raindrops-at-night-shallow-dof-super-slow-motion-clip-500-fps-SBV-308478825-preview.mp4,1,,1,,,1,Plant,Black / Green
,rain-falls-around-a-broken-torn-tree-branch-during-a-heavy-storm-180fps-SBV-324630310-preview.mp4,1,,1,,,1,Plant,Black / Green
Chair,,,,,,,,4,
,patio-furniture-in-rainfall-slow-motion-SBV-301159211-preview.mp4,1,,,1,,1,Chair,Colorful
,rain-water-drop-falls-on-empty-sunbed-or-deckchair-near-swimming-pool-no-peopl-SBV-346661359-preview.mp4,1,,,1,,1,Chair,Colorful
,slow-motion-a-torrential-downpour-pours-into-the-lake-in-central-park-nyc-SBV-328654714-preview.mp4,1,,1,,,1,Chair,Colorful
,slow-motion-rain-storm-on-a-home-owners-patio-SBV-325657069-preview.mp4,1,,1,,,1,Chair,Colorful
Car,,,,,,,,6,
,slow-motion-close-up-of-raining-on-car-roof-SBV-316175802-preview.mp4,1,,1,,,1,Car,Colorful
,slow-motion-raining-on-car-roof-SBV-316175851-preview.mp4,1,,,1,,1,Car,Colorful
,slow-motion-windshield-wipers-SBV-300129566-preview.mp4,1,,,1,1,1,Car,Black
,two-cars-parked-at-the-roadside-under-the-heavy-rain-in-night-city-logo-washed-SBV-338018005-preview.mp4,1,,1,,1,1,Car,Black
,macro-close-up-shot-of-raindrops-falling-on-car-in-slow-motion-SBV-338128969-preview.mp4,1,,,1,,1,Car,White / Black
,large-hail-falling-on-a-white-pickup-truck-during-a-hail-ice-storm-in-the-summ-SBV-333680942-preview.mp4,1,,1,,,1,Car,White
Lamp,,,,,,,,3,
,illuminated-public-lamp-in-dark-night-and-heavy-rain-town-streetlight-SBV-316279278-preview.mp4,,1,,1,,1,Lamp,Black / Yellow
,rain-at-night-and-a-lantern-in-slow-motion-SBV-316279328-preview.mp4,,1,1,,,1,Lamp,Black / Yellow
,rain-at-night-and-a-lantern-in-slow-motion-SBV-316279330-preview.mp4,,1,1,,,1,Lamp,Black / Yellow
